alien_id,alien_name,alien_type,alien_color,witness_id,witness_name,witness_last_name,witness_address,witness_age,location_id,lat,lon,place,country,region,time_of_day
3,bobrobot,r2d2,yellow,31,Emily,Hart,"43615 Anthony Brook\nNew Penny, SC 98282",43,90,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,69,Ryan,Terry,"PSC 2853, Box 3234\nAPO AP 24917",47,1,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,night
2,thqurma,g18rv44K,yellow,54,Terry,Gibson,"9853 Michael Springs\nSouth Pamela, WV 58969",26,74,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
3,bobrobot,r2d2,yellow,26,Jennifer,Powers,"056 Joyce Spring\nNew Caitlin, IA 08345",22,164,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,54,Terry,Gibson,"9853 Michael Springs\nSouth Pamela, WV 58969",26,144,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,143,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,67,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,44,Lucas,Lowe,"3288 Miller Terrace Suite 202\nHolmesstad, OK 53587",28,155,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,19,Richard,Crawford,"94388 Tiffany Walk Apt. 953\nJenniferfurt, VA 20562",33,99,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
6,c/\0H,c2h5oh,white,65,Tonya,Hill,"54501 Carter Courts Suite 388\nSouth Robert, MD 11035",49,49,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,44,Lucas,Lowe,"3288 Miller Terrace Suite 202\nHolmesstad, OK 53587",28,23,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,night
3,bobrobot,r2d2,yellow,33,Aaron,Morgan,USNV Martin\nFPO AP 21338,52,78,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,61,Patrick,Reese,"PSC 3941, Box 0259\nAPO AA 08797",45,90,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
1,kraken,g18rv44K,green,17,Sue,Kemp,"1691 Ellis Curve Suite 456\nPort Barryton, DE 31453",44,131,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,27,David,Anderson,"080 Vazquez Ridge Apt. 259\nMillerville, SC 43484",28,55,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,28,Kimberly,Holmes,"782 Brenda Port Apt. 513\nStephenberg, DC 44235",53,76,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,13,Mary,Fox,"38277 Padilla Cliff\nWest Jamesborough, WV 27850",14,43,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,night
3,bobrobot,r2d2,yellow,41,Derek,Snyder,"PSC 9451, Box 6425\nAPO AA 43989",46,87,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,24,Joel,Reeves,"132 Cameron Lane Apt. 446\nAyalastad, AK 01938",28,128,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,3,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,6,Bianca,Henry,"00250 Adrian Centers\nEast Charlotte, HI 25778",33,55,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,2,Brittany,Taylor,"6377 Flores Ports\nWest Julietown, AK 62305",37,165,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
1,kraken,g18rv44K,green,57,Sarah,George,"5830 Dennis Loaf\nJeffreychester, PA 56275",53,135,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,10,Kimberly,Palmer,"01912 Wright Glen Suite 088\nNorth Paul, WI 74513",34,129,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,24,Joel,Reeves,"132 Cameron Lane Apt. 446\nAyalastad, AK 01938",28,149,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,162,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,38,Amy,Munoz,"95618 Williams Road Apt. 666\nReevesstad, KY 54384",22,165,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
1,kraken,g18rv44K,green,60,Christian,Cordova,"5410 Allen Vista\nPort Williamland, NJ 36998",26,89,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,28,Kimberly,Holmes,"782 Brenda Port Apt. 513\nStephenberg, DC 44235",53,165,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,26,Jennifer,Powers,"056 Joyce Spring\nNew Caitlin, IA 08345",22,94,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
2,thqurma,g18rv44K,yellow,29,Dennis,Ingram,"0116 Hudson Hill\nWest Maureen, CT 03479",23,123,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,38,Amy,Munoz,"95618 Williams Road Apt. 666\nReevesstad, KY 54384",22,103,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,19,Richard,Crawford,"94388 Tiffany Walk Apt. 953\nJenniferfurt, VA 20562",33,29,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,night
3,bobrobot,r2d2,yellow,11,Jerome,Moran,"318 Mark Islands\nNew Derrick, MO 48602",49,53,45.99194,29.41824,Artsyz,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,32,Thomas,Hodge,"408 Margaret Hill\nRuiztown, NM 38129",14,6,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,night
6,c/\0H,c2h5oh,white,19,Richard,Crawford,"94388 Tiffany Walk Apt. 953\nJenniferfurt, VA 20562",33,58,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,32,Thomas,Hodge,"408 Margaret Hill\nRuiztown, NM 38129",14,165,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
1,kraken,g18rv44K,green,33,Aaron,Morgan,USNV Martin\nFPO AP 21338,52,95,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
1,kraken,g18rv44K,green,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,94,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,49,Jenna,Chen,"417 Martinez Dale\nPaulside, HI 89774",36,160,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,55,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,4,Daniel,Murray,"6272 Anderson Union\nLake Paul, ME 29357",24,61,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
1,kraken,g18rv44K,green,14,Leslie,Burgess,"345 Torres Island Suite 250\nNorth John, WV 43318",16,13,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,night
5,ydav4ik,c3h7oh,green,62,Timothy,Flores,"2201 Wright Plaza\nNorth Kelly, NY 98156",46,17,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,day
1,kraken,g18rv44K,green,46,Melissa,Decker,"69681 Jerry Court\nLake Dillonhaven, CT 73734",24,79,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,69,Ryan,Terry,"PSC 2853, Box 3234\nAPO AP 24917",47,118,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
1,kraken,g18rv44K,green,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,28,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,night
1,kraken,g18rv44K,green,25,James,Sanders,"097 Ashley Park Apt. 067\nTaylorton, LA 09593",24,122,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
1,kraken,g18rv44K,green,14,Leslie,Burgess,"345 Torres Island Suite 250\nNorth John, WV 43318",16,76,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,35,Raymond,Perez,"532 Ford Trail\nSouth Alexanderside, ME 23040",21,149,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,27,David,Anderson,"080 Vazquez Ridge Apt. 259\nMillerville, SC 43484",28,148,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
1,kraken,g18rv44K,green,29,Dennis,Ingram,"0116 Hudson Hill\nWest Maureen, CT 03479",23,59,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,123,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
1,kraken,g18rv44K,green,39,Brittany,Ferrell,"525 Mccoy Shore Apt. 429\nWest Blake, AK 54312",29,42,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,day
1,kraken,g18rv44K,green,65,Tonya,Hill,"54501 Carter Courts Suite 388\nSouth Robert, MD 11035",49,108,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,25,James,Sanders,"097 Ashley Park Apt. 067\nTaylorton, LA 09593",24,5,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
1,kraken,g18rv44K,green,41,Derek,Snyder,"PSC 9451, Box 6425\nAPO AA 43989",46,68,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,19,Richard,Crawford,"94388 Tiffany Walk Apt. 953\nJenniferfurt, VA 20562",33,125,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,25,James,Sanders,"097 Ashley Park Apt. 067\nTaylorton, LA 09593",24,158,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,3,Pamela,Smith,"605 Christine Wells\nLyonschester, PA 38239",24,104,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
1,kraken,g18rv44K,green,11,Jerome,Moran,"318 Mark Islands\nNew Derrick, MO 48602",49,3,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,31,Emily,Hart,"43615 Anthony Brook\nNew Penny, SC 98282",43,146,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
4,byrav4ik,c2h5oh,blue,32,Thomas,Hodge,"408 Margaret Hill\nRuiztown, NM 38129",14,130,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,15,Lori,Cooper,"762 Gregory Heights\nBurgessbury, IL 70144",55,98,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
5,ydav4ik,c3h7oh,green,9,Lisa,Hansen,"373 Monica View\nSouth Angela, NE 26870",30,2,46.75451,33.34864,Nova Kakhovka,UA,Europe/Kiev,day
6,c/\0H,c2h5oh,white,9,Lisa,Hansen,"373 Monica View\nSouth Angela, NE 26870",30,162,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,83,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,29,Dennis,Ingram,"0116 Hudson Hill\nWest Maureen, CT 03479",23,51,46.65581,32.6178,Kherson,UA,Europe/Kiev,day
6,c/\0H,c2h5oh,white,34,Erin,Hahn,USNS Johnson\nFPO AP 82530,55,19,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,48,Kevin,Henderson,"234 Newton Manors Suite 546\nMariahland, UT 30470",53,20,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,20,Meghan,Wilkins,"55445 Richard Lane\nLake Ashleyview, AL 95085",42,48,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,43,Lisa,Vega,"8139 Holden Courts\nChristinabury, AL 47970",42,94,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
3,bobrobot,r2d2,yellow,37,William,Ferguson,"1663 Jeffrey Key\nRandystad, WY 69521",35,124,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,12,Cynthia,Burnett,"12379 Costa Ford\nEast Patrickstad, MO 14658",51,52,46.75451,33.34864,Nova Kakhovka,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,34,Erin,Hahn,USNS Johnson\nFPO AP 82530,55,78,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,17,Sue,Kemp,"1691 Ellis Curve Suite 456\nPort Barryton, DE 31453",44,39,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,night
1,kraken,g18rv44K,green,49,Jenna,Chen,"417 Martinez Dale\nPaulside, HI 89774",36,71,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,41,Derek,Snyder,"PSC 9451, Box 6425\nAPO AA 43989",46,29,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,day
2,thqurma,g18rv44K,yellow,39,Brittany,Ferrell,"525 Mccoy Shore Apt. 429\nWest Blake, AK 54312",29,131,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,37,William,Ferguson,"1663 Jeffrey Key\nRandystad, WY 69521",35,53,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
5,ydav4ik,c3h7oh,green,13,Mary,Fox,"38277 Padilla Cliff\nWest Jamesborough, WV 27850",14,26,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,day
3,bobrobot,r2d2,yellow,10,Kimberly,Palmer,"01912 Wright Glen Suite 088\nNorth Paul, WI 74513",34,140,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,18,Michael,Moss,"6048 Pierce Walks\nDuncanberg, MN 95054",19,87,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,25,James,Sanders,"097 Ashley Park Apt. 067\nTaylorton, LA 09593",24,127,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,61,Patrick,Reese,"PSC 3941, Box 0259\nAPO AA 08797",45,58,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
5,ydav4ik,c3h7oh,green,52,Peggy,Mathis,"66706 Theresa Camp\nJohnsonborough, KY 59996",53,94,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
1,kraken,g18rv44K,green,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,121,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
2,thqurma,g18rv44K,yellow,67,Melissa,Schwartz,"649 Stephanie Union Suite 716\nSouth Jerry, ME 31760",17,17,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,night
4,byrav4ik,c2h5oh,blue,35,Raymond,Perez,"532 Ford Trail\nSouth Alexanderside, ME 23040",21,47,47.56494,31.33078,Voznesensk,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,35,Raymond,Perez,"532 Ford Trail\nSouth Alexanderside, ME 23040",21,47,47.56494,31.33078,Voznesensk,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,10,Kimberly,Palmer,"01912 Wright Glen Suite 088\nNorth Paul, WI 74513",34,105,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,62,Timothy,Flores,"2201 Wright Plaza\nNorth Kelly, NY 98156",46,121,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,11,Jerome,Moran,"318 Mark Islands\nNew Derrick, MO 48602",49,74,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
5,ydav4ik,c3h7oh,green,16,Janet,Malone,"208 Misty Mission\nEddieborough, SD 32848",13,104,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
4,byrav4ik,c2h5oh,blue,36,Andrew,Holloway,"199 Eric Square\nBarnesmouth, OK 18566",35,26,49.07866,30.96755,Zvenihorodka,UA,Europe/Kiev,day
6,c/\0H,c2h5oh,white,8,Michelle,Scott,"81077 Williams Station Suite 771\nEast Margaretland, GA 80816",16,77,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
5,ydav4ik,c3h7oh,green,54,Terry,Gibson,"9853 Michael Springs\nSouth Pamela, WV 58969",26,93,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,59,Jasmine,Clark,"1699 Jenkins Ferry\nPort Derekfurt, ME 70913",16,27,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,day
2,thqurma,g18rv44K,yellow,13,Mary,Fox,"38277 Padilla Cliff\nWest Jamesborough, WV 27850",14,147,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,61,Patrick,Reese,"PSC 3941, Box 0259\nAPO AA 08797",45,1,51.67822,33.9162,Hlukhiv,UA,Europe/Kiev,day
1,kraken,g18rv44K,green,21,Renee,Beck,"1864 Thompson Drive\nEricland, SC 79805",36,163,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,36,Andrew,Holloway,"199 Eric Square\nBarnesmouth, OK 18566",35,120,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,19,Richard,Crawford,"94388 Tiffany Walk Apt. 953\nJenniferfurt, VA 20562",33,6,49.41029,38.15035,Svatove,UA,Europe/Zaporozhye,day
4,byrav4ik,c2h5oh,blue,57,Sarah,George,"5830 Dennis Loaf\nJeffreychester, PA 56275",53,46,45.99194,29.41824,Artsyz,UA,Europe/Kiev,day
4,byrav4ik,c2h5oh,blue,11,Jerome,Moran,"318 Mark Islands\nNew Derrick, MO 48602",49,111,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,3,Pamela,Smith,"605 Christine Wells\nLyonschester, PA 38239",24,139,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,22,Karen,Baker,"448 Stewart Hollow\nRyanland, MT 87156",48,91,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
3,bobrobot,r2d2,yellow,70,Tonya,Stephens,"238 Martha Rapid Suite 840\nKristyhaven, DC 66761",36,151,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,night
3,bobrobot,r2d2,yellow,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,77,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,65,Tonya,Hill,"54501 Carter Courts Suite 388\nSouth Robert, MD 11035",49,123,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,2,Brittany,Taylor,"6377 Flores Ports\nWest Julietown, AK 62305",37,103,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,3,Pamela,Smith,"605 Christine Wells\nLyonschester, PA 38239",24,18,50.75932,25.34244,Lutsk,UA,Europe/Kiev,night
6,c/\0H,c2h5oh,white,36,Andrew,Holloway,"199 Eric Square\nBarnesmouth, OK 18566",35,8,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
1,kraken,g18rv44K,green,2,Brittany,Taylor,"6377 Flores Ports\nWest Julietown, AK 62305",37,90,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
1,kraken,g18rv44K,green,69,Ryan,Terry,"PSC 2853, Box 3234\nAPO AP 24917",47,69,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
2,thqurma,g18rv44K,yellow,10,Kimberly,Palmer,"01912 Wright Glen Suite 088\nNorth Paul, WI 74513",34,41,46.65581,32.6178,Kherson,UA,Europe/Kiev,day
2,thqurma,g18rv44K,yellow,1,David,Villarreal,"44829 Clark Course Suite 864\nWest Courtney, OH 50495",37,107,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
6,c/\0H,c2h5oh,white,21,Renee,Beck,"1864 Thompson Drive\nEricland, SC 79805",36,14,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,night
1,kraken,g18rv44K,green,54,Terry,Gibson,"9853 Michael Springs\nSouth Pamela, WV 58969",26,144,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
6,c/\0H,c2h5oh,white,66,Tiffany,Barajas,"4000 Adams Track\nLoganmouth, AZ 93360",27,76,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
6,c/\0H,c2h5oh,white,17,Sue,Kemp,"1691 Ellis Curve Suite 456\nPort Barryton, DE 31453",44,40,45.99194,29.41824,Artsyz,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,69,Ryan,Terry,"PSC 2853, Box 3234\nAPO AP 24917",47,137,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
5,ydav4ik,c3h7oh,green,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,94,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,35,Raymond,Perez,"532 Ford Trail\nSouth Alexanderside, ME 23040",21,42,47.48444,36.25361,Polohy,UA,Europe/Zaporozhye,night
3,bobrobot,r2d2,yellow,9,Lisa,Hansen,"373 Monica View\nSouth Angela, NE 26870",30,124,32.05971,34.8732,Ganei Tikva,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,52,Peggy,Mathis,"66706 Theresa Camp\nJohnsonborough, KY 59996",53,143,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,7,Charlene,Obrien,"5408 Miguel Ferry\nJacobville, OR 41425",45,16,47.56494,31.33078,Voznesensk,UA,Europe/Kiev,day
1,kraken,g18rv44K,green,50,Theresa,Marshall,"936 Tucker Harbor Suite 175\nPort Lori, AZ 05801",38,110,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,night
3,bobrobot,r2d2,yellow,12,Cynthia,Burnett,"12379 Costa Ford\nEast Patrickstad, MO 14658",51,164,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,37,William,Ferguson,"1663 Jeffrey Key\nRandystad, WY 69521",35,138,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,29,Dennis,Ingram,"0116 Hudson Hill\nWest Maureen, CT 03479",23,133,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,29,Dennis,Ingram,"0116 Hudson Hill\nWest Maureen, CT 03479",23,7,45.99194,29.41824,Artsyz,UA,Europe/Kiev,night
1,kraken,g18rv44K,green,27,David,Anderson,"080 Vazquez Ridge Apt. 259\nMillerville, SC 43484",28,137,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,7,Charlene,Obrien,"5408 Miguel Ferry\nJacobville, OR 41425",45,110,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,13,Mary,Fox,"38277 Padilla Cliff\nWest Jamesborough, WV 27850",14,4,46.65581,32.6178,Kherson,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,38,Amy,Munoz,"95618 Williams Road Apt. 666\nReevesstad, KY 54384",22,95,55.1904,30.2049,Vitebsk,BY,Europe/Minsk,day
4,byrav4ik,c2h5oh,blue,42,Heather,Barr,Unit 8436 Box 5678\nDPO AE 54253,38,7,45.99194,29.41824,Artsyz,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,12,Cynthia,Burnett,"12379 Costa Ford\nEast Patrickstad, MO 14658",51,125,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,night
5,ydav4ik,c3h7oh,green,23,Patrick,Marshall,"3058 Moore Extension Apt. 703\nJohnville, MA 75623",40,81,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
6,c/\0H,c2h5oh,white,42,Heather,Barr,Unit 8436 Box 5678\nDPO AE 54253,38,147,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
3,bobrobot,r2d2,yellow,15,Lori,Cooper,"762 Gregory Heights\nBurgessbury, IL 70144",55,79,52.4089,31.3237,Dobrush,BY,Europe/Minsk,day
5,ydav4ik,c3h7oh,green,66,Tiffany,Barajas,"4000 Adams Track\nLoganmouth, AZ 93360",27,161,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,day
6,c/\0H,c2h5oh,white,64,Todd,Meyer,"3236 Holly Lights\nLake Patriciashire, GA 61545",32,70,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
6,c/\0H,c2h5oh,white,22,Karen,Baker,"448 Stewart Hollow\nRyanland, MT 87156",48,150,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
1,kraken,g18rv44K,green,47,Adrian,Atkins,"1785 Cooper Corner Apt. 374\nNorth Michael, WA 12515",16,57,53.5942,25.8191,Novogrudok,BY,Europe/Minsk,day
3,bobrobot,r2d2,yellow,30,Jessica,Smith,"0460 Bauer Drive\nMcintoshbury, NJ 81783",28,47,47.56494,31.33078,Voznesensk,UA,Europe/Kiev,night
3,bobrobot,r2d2,yellow,53,Dennis,Holmes,"02926 Theresa Harbors\nSouth Anita, MS 67216",40,35,50.18545,27.06365,Shepetivka,UA,Europe/Kiev,night
2,thqurma,g18rv44K,yellow,37,William,Ferguson,"1663 Jeffrey Key\nRandystad, WY 69521",35,12,46.65581,32.6178,Kherson,UA,Europe/Kiev,day
6,c/\0H,c2h5oh,white,19,Richard,Crawford,"94388 Tiffany Walk Apt. 953\nJenniferfurt, VA 20562",33,158,31.92923,34.86563,Ramla,IL,Asia/Jerusalem,day
4,byrav4ik,c2h5oh,blue,11,Jerome,Moran,"318 Mark Islands\nNew Derrick, MO 48602",49,14,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,night
4,byrav4ik,c2h5oh,blue,44,Lucas,Lowe,"3288 Miller Terrace Suite 202\nHolmesstad, OK 53587",28,54,50.75932,25.34244,Lutsk,UA,Europe/Kiev,day
2,thqurma,g18rv44K,yellow,14,Leslie,Burgess,"345 Torres Island Suite 250\nNorth John, WV 43318",16,137,31.39547,34.75699,Rahat,IL,Asia/Jerusalem,night
2,thqurma,g18rv44K,yellow,52,Peggy,Mathis,"66706 Theresa Camp\nJohnsonborough, KY 59996",53,30,49.65186,26.97253,Krasyliv,UA,Europe/Kiev,day
5,ydav4ik,c3h7oh,green,46,Melissa,Decker,"69681 Jerry Court\nLake Dillonhaven, CT 73734",24,69,52.4089,31.3237,Dobrush,BY,Europe/Minsk,night
